isDGA,length,digits,entropy,vowel-cons,ngrams
1,26,7,3.8731406795131327,0.5833333333333334,831.8108119658118
1,32,16,3.5542292966721747,1.2857142857142858,802.7459677419355
1,14,0,3.521640636343319,0.16666666666666666,761.4142246642247
1,8,0,3.0,0.6,1336.0595238095239
1,9,0,3.169925001442312,0.5,1265.7281746031747
1,14,0,3.3787834934861767,0.5555555555555556,1111.9838217338217
1,15,0,3.373557262275185,0.15384615384615385,942.8815628815628
1,14,0,3.2359263506290326,0.16666666666666666,799.1269841269841
1,9,0,2.725480556997868,0.5,1472.9656084656087
1,8,0,2.4056390622295662,1.0,1906.827380952381
1,13,0,3.180832987205441,0.08333333333333333,486.35470085470087
1,15,0,3.1068905956085184,0.07142857142857142,666.5295482295483
1,14,0,3.521640636343319,0.0,847.1355311355311
1,32,18,3.590018266288633,0.4,524.2439964157705
1,14,0,3.2359263506290334,0.4,937.4435286935287
1,15,0,3.773557262275185,0.36363636363636365,1088.802442002442
1,9,0,2.94770277922009,0.8,1604.0648148148148
1,26,8,3.979097891134804,0.38461538461538464,597.9075641025642
1,16,0,3.577819531114783,0.23076923076923078,1096.5142857142857
1,15,0,3.640223928941851,0.15384615384615385,580.1669108669108
1,20,0,3.921928094887362,0.17647058823529413,886.4685185185185
1,26,6,4.056020968057881,0.25,677.486452991453
1,25,10,4.163856189774723,0.25,441.3861111111111
1,28,0,3.851823225551766,0.07692307692307693,733.5448378781712
1,14,0,3.6644977792004623,0.16666666666666666,767.0842490842491
1,15,0,3.2402239289418517,0.25,1245.857264957265
1,13,0,3.180832987205441,0.08333333333333333,890.8900543900544
1,32,17,3.640319531114783,0.15384615384615385,342.14650537634407
1,12,0,3.0220552088742,0.7142857142857143,1345.6116161616162
1,17,0,3.572469458770136,0.13333333333333333,689.0283496732027
1,21,0,3.2728043273346206,0.5,1371.6536758563072
1,13,0,3.3927474104487847,0.18181818181818182,839.5108780108781
1,21,0,4.011365041826378,0.05,652.193776106934
1,12,0,3.084962500721156,0.3333333333333333,1030.2080808080807
1,8,0,2.75,0.6,1337.2599206349207
1,32,21,3.516126767019874,0.0,254.49831989247312
1,12,0,3.2516291673878226,0.3333333333333333,1093.7494949494949
1,27,5,4.078418520441603,0.2222222222222222,729.3195251661919
1,14,0,3.3248629576173574,0.2727272727272727,801.779304029304
1,16,0,3.452819531114783,0.45454545454545453,706.0013888888889
1,15,0,3.5068905956085183,0.15384615384615385,730.172161172161
1,27,12,4.060262039120379,0.15384615384615385,555.090294396961
1,14,0,3.3787834934861767,0.16666666666666666,700.3678266178266
1,25,7,4.053660689688185,0.2,456.64632850241543
1,13,0,3.238901256602631,0.18181818181818182,698.0697358197359
1,27,8,3.661932872373583,0.5833333333333334,730.6133903133904
1,13,0,3.3927474104487847,0.3,1247.7837995337995
1,9,0,2.94770277922009,0.5,1207.9391534391534
1,13,0,3.3927474104487847,0.18181818181818182,774.6579254079255
1,12,0,3.0220552088742,0.09090909090909091,657.8161616161616
1,32,19,3.79595859334435,0.3,391.9099686379928
1,14,0,3.378783493486176,0.16666666666666666,843.0653235653235
1,25,10,3.9132696895151073,0.5,739.7655072463768
1,15,0,3.189898095464287,0.6666666666666666,960.081684981685
1,26,10,4.056020968057881,0.6,625.1908547008546
1,12,0,3.418295834054489,0.09090909090909091,488.0656565656565
1,13,0,3.238901256602631,0.0,722.1948329448328
1,8,0,2.75,0.6,1380.013888888889
1,12,0,2.9182958340544896,0.3333333333333333,678.6424242424242
1,8,0,2.5,1.0,1320.1448412698412
1,9,0,2.725480556997868,0.5,1257.2103174603174
1,25,7,4.163856189774723,0.2,656.9763043478262
1,14,0,3.182005814760214,0.2727272727272727,673.0662393162393
1,14,0,2.950212064914748,0.07692307692307693,432.49084249084245
1,8,0,3.0,0.6,1225.843253968254
1,27,11,3.940072687348655,0.23076923076923078,415.2825641025641
1,26,11,3.950063756436209,0.15384615384615385,434.690811965812
1,15,0,3.32323142879762,0.36363636363636365,1154.8528693528694
1,12,0,3.084962500721156,0.0,904.5126262626263
1,15,0,3.6402239289418516,0.0,576.4639804639805
1,12,0,3.584962500721156,0.3333333333333333,957.429292929293
1,26,8,4.315824333525707,0.2,600.6904700854701
1,13,0,3.238901256602631,0.3,788.4625097125096
1,24,6,4.16829583405449,0.2857142857142857,675.2064119455424
1,26,11,4.056020968057881,0.25,442.98051282051284
1,24,5,3.6887218755408675,0.35714285714285715,823.0904699165568
1,15,0,3.373557262275185,0.36363636363636365,576.1266178266178
1,20,0,3.7841837197791888,0.17647058823529413,1132.787426900585
1,26,9,4.315824333525707,0.5454545454545454,810.3973931623932
1,32,18,3.5192475629608073,0.2727272727272727,458.2774641577061
1,12,0,2.688721875540867,0.2,854.3762626262627
1,15,0,3.5068905956085183,0.25,803.4549450549449
1,27,11,3.91211389097223,0.3333333333333333,313.6686419753087
1,26,7,4.161978179679553,0.35714285714285715,571.3219230769231
1,26,9,4.103909910282363,0.4166666666666667,591.1179059829059
1,13,0,3.180832987205441,0.08333333333333333,919.4465811965812
1,14,0,3.3248629576173574,0.07692307692307693,768.0839438339439
1,25,5,4.023465189601646,0.1111111111111111,457.8362077294687
1,13,0,3.5465935642949384,0.4444444444444444,964.2268842268842
1,27,10,4.060262039120379,0.3076923076923077,499.67806267806264
1,15,0,3.189898095464287,0.25,589.4562881562882
1,14,0,2.9852281360342516,0.2727272727272727,1120.6315628815628
1,13,0,3.238901256602631,0.3,990.4118104118105
1,27,10,4.3565583354166755,0.3076923076923077,649.9978537511871
1,14,0,2.9852281360342516,0.5555555555555556,828.4319291819291
1,27,5,4.088220835496803,0.2222222222222222,806.6014055080723
1,12,0,3.418295834054489,0.5,1546.912626262626
1,13,0,2.9689185639620974,0.625,1160.8780108780109
1,13,0,3.5465935642949384,0.18181818181818182,804.786519036519
1,15,0,3.240223928941852,0.15384615384615385,766.4496947496949
1,13,0,3.3927474104487847,0.18181818181818182,763.6820124320124
1,26,6,4.008132025833399,0.42857142857142855,607.7792307692308
1,16,0,3.5,0.6,1669.5468253968256
1,26,11,4.008132025833399,0.15384615384615385,423.7682051282052
1,12,0,3.2516291673878226,0.2,751.2343434343434
1,25,0,3.8936606896881845,0.3157894736842105,779.0473913043478
1,13,0,3.3927474104487847,0.08333333333333333,978.6099456099456
1,32,24,3.569548827786958,0.3333333333333333,312.16319444444446
1,9,0,2.94770277922009,0.8,1328.0998677248676
1,26,6,4.2098671219040344,0.25,559.8899145299146
1,13,0,3.7004397181410926,0.4444444444444444,888.5481740481741
1,14,0,3.2359263506290326,0.5555555555555556,914.3666056166056
1,12,0,3.084962500721156,0.3333333333333333,1326.6373737373735
1,13,0,3.3927474104487847,0.3,1088.4465811965813
1,26,4,4.085055102756477,0.29411764705882354,678.9902991452992
1,24,5,4.136842188131012,0.11764705882352941,569.377195871761
1,14,0,3.235926350629033,0.75,943.9578754578755
1,27,13,3.531941205546659,0.2727272727272727,449.2008547008547
1,13,0,3.3927474104487847,0.08333333333333333,581.1575369075368
1,15,0,3.189898095464287,0.875,1172.040048840049
1,26,10,3.873140679513132,0.45454545454545453,620.1228632478633
1,12,0,3.418295834054489,0.3333333333333333,1216.590404040404
1,14,0,3.182005814760214,0.2727272727272727,865.9673382173382
1,21,0,3.8208888513501886,0.23529411764705882,810.5801587301588
1,13,0,3.5465935642949384,0.625,747.8494560994562
1,13,0,3.238901256602631,0.08333333333333333,949.9807692307692
1,13,0,3.5465935642949384,0.4444444444444444,1099.300505050505
1,9,0,2.6416041678685933,0.8,1853.042328042328
1,10,0,2.446439344671015,0.6666666666666666,1792.3814814814814
1,14,0,3.182005814760214,0.2727272727272727,867.1858974358975
1,9,0,2.9477027792200903,0.5,1432.9391534391534
1,15,0,3.1068905956085184,0.15384615384615385,788.7184371184371
1,32,14,3.4178377974034158,0.5,689.4630600358423
1,15,0,3.506890595608518,0.36363636363636365,936.4780219780218
1,8,0,2.75,0.14285714285714285,803.4523809523808
1,25,6,4.243856189774723,0.11764705882352941,632.7989855072464
1,13,0,3.0850551027564768,0.18181818181818182,828.4337606837606
1,8,0,2.5,0.6,1409.6547619047617
1,27,13,3.9265716511782744,0.07692307692307693,286.39363722697055
1,13,0,3.3927474104487847,0.18181818181818182,759.4580419580419
1,13,0,2.873140679513133,0.18181818181818182,1002.7455322455322
1,14,0,3.6644977792004623,0.16666666666666666,900.0100732600732
1,16,0,3.875,0.6,1010.4043650793651
1,14,0,3.039148671903072,0.07692307692307693,906.1010378510379
1,15,0,3.506890595608519,0.15384615384615385,858.6809523809525
1,12,0,3.0220552088742,0.09090909090909091,931.3333333333334
1,28,11,4.035582047970575,0.21428571428571427,487.8699294532628
1,14,0,3.039148671903071,0.4,771.9133089133089
1,13,0,3.3927474104487847,0.3,878.132672882673
1,14,0,3.6644977792004623,0.2727272727272727,878.9542124542123
1,26,6,4.46967048737186,0.17647058823529413,644.0400427350427
1,32,23,3.3942475629608078,0.2857142857142857,244.0668682795699
1,24,7,3.886842188131012,0.0625,550.0573671497585
1,14,0,3.378783493486176,0.07692307692307693,979.4957264957266
1,26,8,4.085055102756476,0.2,707.2067521367521
1,14,0,3.3248629576173574,0.2727272727272727,682.9636752136753
1,15,0,3.506890595608519,0.25,897.6379731379731
1,12,0,3.418295834054489,0.2,668.3570707070708
1,8,0,2.75,0.3333333333333333,1029.5099206349207
1,14,0,3.2359263506290334,0.4,816.6275946275946
1,15,0,3.3735572622751855,0.07142857142857142,639.1846153846154
1,10,0,3.321928094887362,0.42857142857142855,1113.274074074074
1,26,9,4.026986833359286,0.3076923076923077,477.2236752136752
1,12,0,3.0849625007211556,0.2,1169.7161616161616
1,13,0,3.0850551027564768,0.625,861.4209401709401
1,27,8,4.014146761422729,0.35714285714285715,595.659658119658
1,14,0,3.378783493486176,0.2727272727272727,713.5079365079364
1,24,12,4.001629167387823,0.2,466.66908212560384
1,24,5,3.9701755214643453,0.05555555555555555,530.6902722880984
1,13,0,3.3927474104487847,0.18181818181818182,821.8212898212897
1,32,19,3.6792292966721747,0.3,378.2532258064516
1,32,16,3.507048827786958,0.45454545454545453,543.8155913978494
1,14,0,2.9852281360342516,0.75,1378.037545787546
1,27,11,4.088220835496804,0.14285714285714285,511.62155745489076
1,12,0,3.2516291673878226,0.3333333333333333,1322.9414141414143
1,15,0,3.6402239289418516,0.15384615384615385,871.5162393162394
1,10,0,2.9219280948873623,0.42857142857142855,900.8953703703704
1,15,0,3.5068905956085183,0.15384615384615385,931.3891330891329
1,30,0,3.9647351787255047,0.25,828.762315270936
1,8,0,2.75,0.14285714285714285,648.0952380952381
1,14,0,3.182005814760214,0.2727272727272727,756.5583028083029
1,26,7,3.9500637564362093,0.1875,660.0864102564102
1,14,0,3.3787834934861767,0.16666666666666666,1100.1242368742367
1,25,4,4.053660689688185,0.5,867.5910144927537
1,12,0,3.418295834054489,0.2,936.7348484848485
1,15,0,3.1395722619867223,0.5,1313.9115995115997
1,15,0,3.240223928941852,0.5,1353.5638583638586
1,15,0,3.506890595608518,0.25,1016.6277167277167
1,26,0,4.103909910282363,0.18181818181818182,960.521923076923
1,15,0,3.4565647621309536,0.25,1056.2151404151405
1,24,9,4.16829583405449,0.25,664.7218379446641
1,15,0,3.373557262275185,0.07142857142857142,896.7202686202686
1,26,9,3.8731406795131322,0.3076923076923077,497.14568376068377
1,24,5,3.91829583405449,0.26666666666666666,830.7967720685111
1,12,0,2.918295834054489,0.2,698.3328282828284
1,9,0,2.94770277922009,0.2857142857142857,1313.0026455026455
1,14,0,3.521640636343319,0.16666666666666666,647.974358974359
1,27,7,4.162294909570877,0.1111111111111111,518.8396201329534
1,15,0,3.506890595608518,0.15384615384615385,891.3897435897437
1,9,0,2.725480556997868,0.2857142857142857,1303.4232804232804
1,13,0,3.0269868333592873,0.3,699.9261849261848
1,32,18,3.8431390622295662,0.5555555555555556,513.1471774193549
1,14,0,3.6644977792004623,0.16666666666666666,654.1993284493284
1,25,9,4.023465189601646,0.14285714285714285,527.6442270531401
1,14,0,3.521640636343319,0.07692307692307693,889.5979853479854
1,14,0,3.3248629576173574,0.5555555555555556,937.4520757020756
1,21,0,3.9754180179138325,0.16666666666666666,821.6688387635758
1,25,8,4.243856189774724,0.4166666666666667,483.5846618357487
1,15,0,3.640223928941852,0.15384615384615385,749.013553113553
1,15,0,3.1898980954642875,0.0,695.1476190476192
1,13,0,3.0850551027564768,0.4444444444444444,1349.5613830613831
1,9,0,2.725480556997868,0.2857142857142857,1415.2943121693124
1,12,0,2.4591479170272446,0.0,1000.710606060606
1,15,0,3.640223928941851,0.25,1106.5212454212453
1,26,8,4.18083298720544,0.5,780.6459829059828
1,24,0,3.772055208874201,0.043478260869565216,709.0568730786122
1,27,6,3.9265716511782744,0.10526315789473684,579.3650142450142
1,26,9,4.2098671219040344,0.21428571428571427,447.99230769230775
1,8,0,3.0,0.6,1343.9126984126983
1,27,9,4.004344446367528,0.125,737.7043684710351
1,15,0,3.506890595608519,0.25,643.9858363858364
1,13,0,3.238901256602631,0.0,562.6923076923077
1,25,5,4.213660689688184,0.25,654.9697826086957
1,8,0,3.0,0.6,1411.7380952380952
1,18,0,3.5249449750847117,0.125,814.6798747276688
1,9,0,2.94770277922009,0.125,769.3425925925926
1,9,0,2.725480556997868,0.2857142857142857,1220.9371693121693
1,32,25,3.5581573285181993,0.16666666666666666,239.15560035842293
1,12,0,3.084962500721156,0.0,531.3484848484849
1,12,0,3.084962500721156,0.5,1001.9358585858586
1,15,0,3.3735572622751846,0.25,1044.0347985347987
1,8,0,2.5,1.0,1419.8472222222224
1,32,17,3.6556390622295662,0.5,564.828696236559
1,26,7,3.8252517372886503,0.35714285714285715,581.8420085470085
1,8,0,3.0,1.0,1359.2261904761906
1,12,0,3.0220552088742005,0.2,1118.4353535353537
1,14,0,3.2359263506290326,0.4,1027.2533577533577
1,12,0,3.0849625007211556,0.7142857142857143,1505.391414141414
1,15,0,3.640223928941852,0.36363636363636365,902.0925518925519
1,20,0,3.5464393446710147,0.3333333333333333,746.1730994152048
1,10,0,3.121928094887362,0.42857142857142855,1139.1787037037038
1,13,0,3.0269868333592873,0.3,875.8094405594406
1,26,9,3.9790978911348045,0.0625,344.28358974358974
1,32,20,3.569548827786958,0.2,379.18245967741933
1,26,7,4.103909910282363,0.5833333333333334,780.6615384615384
1,27,9,4.134336113194452,0.058823529411764705,581.1740360873695
1,26,0,4.103909910282363,0.3,789.9447435897437
1,9,0,2.725480556997868,0.2857142857142857,1097.2493386243386
1,27,9,3.9582291686698796,0.2857142857142857,530.9874833808167
1,14,0,3.378783493486176,0.2727272727272727,892.3543956043956
1,32,22,3.5931390622295662,0.25,289.29737903225805
1,9,0,2.94770277922009,0.5,1556.8955026455026
1,15,0,3.456564762130953,0.25,1057.2627594627595
1,14,0,3.8073549220576055,0.16666666666666666,969.1858974358975
1,18,0,3.7254805569978675,0.125,908.4053649237472
1,26,10,4.085055102756476,0.45454545454545453,581.4689743589744
1,12,0,3.418295834054489,0.5,1028.478787878788
1,32,17,3.819548827786958,0.6666666666666666,576.7033154121864
1,28,14,3.9641534765420037,0.07692307692307693,341.44047619047615
1,14,0,3.521640636343319,0.2727272727272727,1081.576923076923
1,24,0,3.8553885422075345,0.09090909090909091,842.1425669740888
1,13,0,3.7004397181410926,0.18181818181818182,1007.0285547785547
1,13,0,2.931208948910323,0.3,1011.8807303807303
1,13,0,2.931208948910323,0.8571428571428571,1102.6674436674436
1,14,0,3.6644977792004623,0.2727272727272727,714.3150183150183
1,15,0,2.999581230646064,0.0,703.0512820512821
1,9,0,3.169925001442312,0.5,1201.5257936507935
1,26,7,4.056020968057881,0.05555555555555555,417.7247435897436
1,15,0,3.5068905956085183,0.5,1013.2162393162394
1,13,0,3.238901256602631,0.18181818181818182,1101.7762237762238
1,12,0,3.2516291673878226,0.09090909090909091,945.6676767676767
1,32,17,3.569548827786958,0.6666666666666666,624.2792338709677
1,32,21,3.6525182662886326,0.5714285714285714,384.12755376344086
1,26,6,4.286790198827111,0.0,549.6076923076923
1,14,0,3.3248629576173574,0.16666666666666666,780.9288766788767
1,12,0,3.0220552088742,0.5,894.7823232323234
1,15,0,3.4565647621309536,0.25,846.3947496947497
1,32,20,3.6167292966721747,0.5,451.02721774193543
1,24,7,3.9182958340544896,0.4166666666666667,621.3421168203778
1,8,0,2.75,1.0,1637.5039682539682
1,12,0,3.2516291673878226,0.3333333333333333,845.7459595959596
1,26,8,4.315824333525707,0.2857142857142857,644.7989316239316
1,8,0,1.9056390622295665,1.0,1663.954365079365
1,14,0,3.521640636343319,0.4,839.0921855921855
1,13,0,3.238901256602631,0.3,1073.8853923853924
1,13,0,3.085055102756477,0.4444444444444444,1277.478243978244
1,24,10,3.855388542207534,0.2727272727272727,297.4468599033816
1,9,0,2.94770277922009,0.5,1074.936507936508
1,14,0,3.6644977792004623,0.2727272727272727,970.8427960927961
1,9,0,2.9477027792200903,0.5,1497.5324074074076
1,26,12,4.286790198827111,0.16666666666666666,408.4977777777778
1,26,6,3.8731406795131322,0.3333333333333333,605.5647435897436
1,27,7,4.106377316818028,0.25,552.9803988603989
1,14,0,2.842370993177109,0.75,983.756105006105
1,28,0,4.0836169753972325,0.2727272727272727,625.0081739248405
1,8,0,2.75,1.0,1500.7876984126985
1,13,0,3.334679141051595,0.08333333333333333,633.5128205128204
1,26,7,4.2098671219040344,0.05555555555555555,643.9255128205128
1,14,0,2.8423709931771093,0.07692307692307693,1176.4304029304028
1,25,8,3.893660689688185,0.13333333333333333,446.6333333333334
1,8,0,3.0,1.0,1438.6845238095239
1,32,20,3.757048827786958,0.3333333333333333,389.5413306451613
1,14,0,3.3787834934861767,0.0,827.7008547008548
1,15,0,3.3232314287976203,0.25,697.0540903540904
1,13,0,3.238901256602631,0.18181818181818182,1151.2546620046621
1,21,0,3.3680424225727155,0.23529411764705882,884.6603174603174
1,26,9,4.161978179679553,0.13333333333333333,629.4982905982906
1,9,0,2.725480556997868,0.5,1606.201058201058
1,25,5,4.053660689688185,0.3333333333333333,858.5106521739131
1,8,0,2.75,1.0,1193.7876984126983
1,13,0,3.180832987205441,0.08333333333333333,776.5363247863247
1,13,0,3.180832987205441,0.625,1294.4469696969697
1,27,10,4.134336113194452,0.21428571428571427,608.2529914529915
1,26,8,4.286790198827111,0.2,640.3266666666667
1,14,0,3.182005814760214,0.07692307692307693,1084.200244200244
1,15,0,3.5068905956085183,0.25,620.7501831501831
1,20,0,3.721928094887362,0.3333333333333333,1120.6232943469786
1,32,23,3.4598683589017414,0.5,331.3279569892473
1,26,4,3.8731406795131327,0.4666666666666667,778.4055128205129
1,14,0,3.3248629576173574,0.07692307692307693,962.4465811965812
1,32,18,3.4917292966721747,0.5555555555555556,545.9173387096774
1,8,0,3.0,0.6,1272.626984126984
1,8,0,2.5,0.0,1040.248015873016
1,16,0,3.625,0.3333333333333333,943.128373015873
1,10,0,3.121928094887362,0.6666666666666666,1185.6000000000001
1,12,0,2.792481250360578,0.09090909090909091,712.3181818181819
1,15,0,3.0565647621309537,0.25,501.43333333333334
1,32,21,3.4917292966721747,0.8333333333333334,422.68951612903226
1,24,0,4.053508854797679,0.09090909090909091,856.5740008783487
1,10,0,2.9219280948873623,0.6666666666666666,1682.238888888889
1,15,0,3.323231428797621,0.25,1065.4920634920636
1,8,0,2.5,0.0,496.9543650793651
1,32,19,3.702819531114783,0.3,470.95945340501794
1,32,17,3.7417292966721747,0.5,510.2405913978494
1,25,9,4.053660689688185,0.14285714285714285,367.6366666666667
1,12,0,3.084962500721156,0.5,967.8959595959597
1,12,0,3.2516291673878226,0.5,1172.2388888888888
1,32,17,3.5931390622295662,0.25,502.71740591397844
1,26,10,4.026986833359286,0.3333333333333333,606.4485470085469
1,26,9,4.0269868333592855,0.4166666666666667,605.9147863247864
1,12,0,3.418295834054489,0.3333333333333333,1410.2595959595958
1,10,0,2.721928094887362,0.42857142857142855,1459.6990740740741
1,17,0,3.337175341123077,0.4166666666666667,1016.9107843137255
1,9,0,2.94770277922009,0.8,1570.3300264550264
1,14,0,3.6644977792004623,0.5555555555555556,974.0583028083029
1,28,0,4.039148671903071,0.16666666666666666,590.8594831094831
1,14,0,3.521640636343319,0.5555555555555556,1268.5686813186812
1,15,0,3.240223928941852,0.07142857142857142,841.205006105006
1,14,0,3.6644977792004623,0.4,943.0445665445665
1,14,0,3.2359263506290334,0.5555555555555556,1000.9716117216117
1,12,0,3.2516291673878226,0.3333333333333333,784.3580808080809
